Resultado da Query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emissão:30/10/2025 20:02:20,Total de registros:20,Usuário: 0 - SUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWNER,TABLE_NAME,COLUMN_NAME,DATA_TYPE,DATA_TYPE_MOD,DATA_TYPE_OWNER,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,COLUMN_ID,DEFAULT_LENGTH,DATA_DEFAULT,NUM_DISTINCT,LOW_VALUE,HIGH_VALUE,DENSITY,NUM_NULLS,NUM_BUCKETS,LAST_ANALYZED,SAMPLE_SIZE,CHARACTER_SET_NAME,CHAR_COL_DECL_LENGTH,GLOBAL_STATS,USER_STATS,AVG_COL_LEN,CHAR_LENGTH,CHAR_USED,V80_FMT_IMAGE,DATA_UPGRADED,HISTOGRAM,DEFAULT_ON_NULL,IDENTITY_COLUMN,EVALUATION_EDITION,UNUSABLE_BEFORE,UNUSABLE_BEGINNING,COLLATION
SATISTST,TPRIATV,TEMPOGASTOMIN,NUMBER,,,"22,00","10,00","0,00",N,11,"2,00",0,"897,00",80,C3112B20,"0,00","0,00","254,00",30/10/2025 05:30,"15.321,00",,,YES,NO,"3,00","0,00",,NO,YES,HEIGHT BALANCED,NO,NO,,,,
SATISTST,TPRIATV,DHINIPREV,DATE,,,"7,00",,,Y,12,,,"0,00",,,"0,00","15.321,00","0,00",30/10/2025 05:30,,,,YES,NO,"1,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPRIATV,DHFINPREV,DATE,,,"7,00",,,Y,13,,,"0,00",,,"0,00","15.321,00","0,00",30/10/2025 05:30,,,,YES,NO,"1,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPRIATV,CODPARCTERC,NUMBER,,,"22,00","10,00","0,00",Y,14,,,"0,00",,,"0,00","15.321,00","0,00",30/10/2025 05:30,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPRIATV,CODUSU,NUMBER,,,"22,00","5,00","0,00",Y,15,,,"6,00",80,C142,"0,00","3.005,00","6,00",30/10/2025 05:30,"12.316,00",,,YES,NO,"3,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TPRIATV,CODUSUFIN,NUMBER,,,"22,00","5,00","0,00",Y,16,,,"6,00",80,C142,"0,00","3.144,00","6,00",30/10/2025 05:30,"12.177,00",,,YES,NO,"3,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TPRIATV,CODULTEXEC,NUMBER,,,"22,00","5,00","0,00",Y,17,,,"6,00",80,C142,"0,00","3.011,00","6,00",30/10/2025 05:30,"12.310,00",,,YES,NO,"3,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TPRIATV,CODMTP,NUMBER,,,"22,00","10,00","0,00",Y,18,,,"1,00",C102,C102,"0,03","15.306,00","1,00",30/10/2025 05:30,"15,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TPRIATV,AD_REABERTA,VARCHAR2,,,"10,00",,,Y,19,,,"2,00",4E,53,"0,00","15.157,00","2,00",30/10/2025 05:30,"164,00",CHAR_CS,10,YES,NO,"2,00","10,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPRIATV,AD_QUALIDADE,VARCHAR2,,,"10,00",,,Y,20,,,"0,00",,,"0,00","15.321,00","0,00",30/10/2025 05:30,,CHAR_CS,10,YES,NO,"0,00","10,00",B,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
,,,,,,"404,00","95,00","0,00",,,"2,00",,"81.996,00",,,"0,03","125.777,00","582,00",,"180.643,00",,,,,"73,00","120,00",,,,,,,,,,
